REF_AREA;MEASURE;UNIT_MEASURE;MEASURE_PRINCIPLE;ACCOUNTING_ENTRY;TYPE_ENTITY;FDI_COMP;SECTOR;COUNTERPART_AREA;LEVEL_COUNTERPART;ACTIVITY;FREQ;FDI_COLLECTION_ID;TIME_PERIOD;OBS_VALUE;OBS_STATUS;UNIT_MULT;CURRENCY;DECIMALS
EST;T_D4P_F;USD_EXC;DI;NET_FDI;ROU;D;S1;W;IMC;GTU;A;CTRY_IND;2023;22.402.259.948.097;A;6;USD;2
EST;T_D4P_F;USD_EXC;DI;NET_FDI;ROU;D;S1;W;IMC;_X;A;CTRY_IND;2023;57.765.994.377.163;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DO;NET_FDI;ALL;D;S1;W;IMC;P;A;CTRY_IND;2023;0;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DO;NET_FDI;ALL;D;S1;W;IMC;Q;A;CTRY_IND;2023;;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DO;NET_FDI;ALL;D;S1;W;IMC;R;A;CTRY_IND;2023;;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DO;NET_FDI;ALL;D;S1;W;IMC;I;A;CTRY_IND;2023;;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DO;NET_FDI;ALL;D;S1;W;IMC;O_T_U;A;CTRY_IND;2023;;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DO;NET_FDI;ALL;D;S1;W;IMC;_X;A;CTRY_IND;2023;;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DO;NET_FDI;ALL;D;S1;W;IMC;S;A;CTRY_IND;2023;;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DO;NET_FDI;ALL;D;S1;W;IMC;C10T12;A;CTRY_IND;2023;12.975.778.546.713;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DO;NET_FDI;ALL;D;S1;W;IMC;A_B;A;CTRY_IND;2023;12.326.989.619.377;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DO;NET_FDI;ALL;D;S1;W;IMC;L;A;CTRY_IND;2023;-52.984.429.065.744;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DO;NET_FDI;ALL;D;S1;W;IMC;C19T22;A;CTRY_IND;2023;86.397.058.823.529;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DO;NET_FDI;ALL;D;S1;W;IMC;C13T18X15;A;CTRY_IND;2023;14.208.477.508.651;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DO;NET_FDI;ALL;D;S1;W;IMC;H;A;CTRY_IND;2023;51.903.114.186.851;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DO;NET_FDI;ALL;D;S1;W;IMC;C15_23_27_31T33;A;CTRY_IND;2023;19.679.930.795.848;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DO;NET_FDI;ALL;D;S1;W;IMC;M;A;CTRY_IND;2023;16.219.723.183.391;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DO;NET_FDI;ALL;D;S1;W;IMC;D;A;CTRY_IND;2023;76.557.093.425.606;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DO;NET_FDI;ALL;D;S1;W;IMC;C;A;CTRY_IND;2023;66.641.435.986.159;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DO;NET_FDI;ALL;D;S1;W;IMC;C29_30;A;CTRY_IND;2023;64.878.892.733.564;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DO;NET_FDI;ALL;D;S1;W;IMC;J;A;CTRY_IND;2023;39.576.124.567.474;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DO;NET_FDI;ALL;D;S1;W;IMC;G;A;CTRY_IND;2023;97.858.996.539.792;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DO;NET_FDI;ALL;D;S1;W;IMC;F;A;CTRY_IND;2023;64.554.498.269.896;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DO;NET_FDI;ALL;D;S1;W;IMC;N;A;CTRY_IND;2023;94.074.394.463.668;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DO;NET_FDI;ALL;D;S1;W;IMC;GTU;A;CTRY_IND;2023;73.421.280.276.817;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DO;NET_FDI;ALL;D;S1;W;IMC;E;A;CTRY_IND;2023;54.065.743.944.637;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DO;NET_FDI;ALL;D;S1;W;IMC;K;A;CTRY_IND;2023;56.444.636.678.201;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DI;NET_FDI;ALL;D;S1;W;IMC;E;A;CTRY_IND;2023;43.252.595.155.709;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DI;NET_FDI;ALL;D;S1;W;IMC;H;A;CTRY_IND;2023;10.813.148.788.927;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DI;NET_FDI;ALL;D;S1;W;IMC;N;A;CTRY_IND;2023;-40.765.570.934.256;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DI;NET_FDI;ALL;D;S1;W;IMC;K;A;CTRY_IND;2023;14.987.024.221.453;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DI;NET_FDI;ALL;D;S1;W;IMC;F;A;CTRY_IND;2023;67.041.522.491.349;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DI;NET_FDI;ALL;D;S1;W;IMC;C24T28X27;A;CTRY_IND;2023;13.192.041.522.491;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DI;NET_FDI;ALL;D;S1;W;IMC;M;A;CTRY_IND;2023;-46.496.539.792.388;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DI;NET_FDI;ALL;D;S1;W;IMC;D;A;CTRY_IND;2023;7.893.598.615.917;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DI;NET_FDI;ALL;D;S1;W;IMC;G;A;CTRY_IND;2023;83.693.771.626.298;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DI;NET_FDI;ALL;D;S1;W;IMC;_T;A;CTRY_IND;2023;65.949.394.463.668;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DI;NET_FDI;ALL;D;S1;W;IMC;O_T_U;A;CTRY_IND;2023;0;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DI;NET_FDI;ALL;D;S1;W;IMC;S;A;CTRY_IND;2023;0;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DI;NET_FDI;ALL;D;S1;W;IMC;P;A;CTRY_IND;2023;0;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DI;NET_FDI;ALL;D;S1;W;IMC;R;A;CTRY_IND;2023;0;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DI;NET_FDI;ALL;D;S1;W;IMC;P;A;CTRY_IND;2024;0;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DI;NET_FDI;ALL;D;S1;W;IMC;S;A;CTRY_IND;2024;0;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DI;NET_FDI;ALL;D;S1;W;IMC;O_T_U;A;CTRY_IND;2024;0;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DI;NET_FDI;ALL;D;S1;W;IMC;E;A;CTRY_IND;2024;11.897.036.556.349;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DI;NET_FDI;ALL;D;S1;W;IMC;_T;A;CTRY_IND;2024;82.186.891.628.812;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DI;NET_FDI;ALL;D;S1;W;IMC;K;A;CTRY_IND;2024;22.377.244.213.714;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DI;NET_FDI;ALL;D;S1;W;IMC;N;A;CTRY_IND;2024;13.086.740.211.984;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DI;NET_FDI;ALL;D;S1;W;IMC;C;A;CTRY_IND;2023;31.477.076.124.567;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DI;NET_FDI;ALL;D;S1;W;IMC;C29_30;A;CTRY_IND;2023;14.057.093.425.606;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DI;NET_FDI;ALL;D;S1;W;IMC;J;A;CTRY_IND;2023;76.016.435.986.159;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DI;NET_FDI;ALL;D;S1;W;IMC;C15_23_27_31T33;A;CTRY_IND;2023;51.254.325.259.516;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DI;NET_FDI;ALL;D;S1;W;IMC;C13T18X15;A;CTRY_IND;2023;19.139.273.356.401;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DI;NET_FDI;ALL;D;S1;W;IMC;I;A;CTRY_IND;2023;16.219.723.183.391;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DI;NET_FDI;ALL;D;S1;W;IMC;C10T12;A;CTRY_IND;2023;19.031.141.868.512;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DI;NET_FDI;ALL;D;S1;W;IMC;A_B;A;CTRY_IND;2023;56.228.373.702.422;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DI;NET_FDI;ALL;D;S1;W;IMC;L;A;CTRY_IND;2023;44.225.778.546.713;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DI;NET_FDI;ALL;D;S1;W;IMC;_X;A;CTRY_IND;2023;;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DI;NET_FDI;ALL;D;S1;W;IMC;GTU;A;CTRY_IND;2023;;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DI;NET_FDI;ALL;D;S1;W;IMC;Q;A;CTRY_IND;2023;;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DI;NET_FDI;ALL;D;S1;W;IMC;C19T22;A;CTRY_IND;2023;92.019.896.193.772;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DO;NET_FDI;ROU;D;S1;W;IMC;C24T28X27;A;CTRY_IND;2023;;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DO;NET_FDI;ROU;D;S1;W;IMC;L;A;CTRY_IND;2023;-52.984.429.065.744;A;6;USD;2
EST;T_D4P_F;USD_EXC;DO;NET_FDI;ROU;D;S1;W;IMC;GTU;A;CTRY_IND;2024;74.169.802.076.574;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DI;NET_FDI;ROU;D;S1;W;IMC;P;A;CTRY_IND;2024;0;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DI;NET_FDI;ROU;D;S1;W;IMC;O_T_U;A;CTRY_IND;2024;0;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DI;NET_FDI;ROU;D;S1;W;IMC;C;A;CTRY_IND;2024;;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DI;NET_FDI;ROU;D;S1;W;IMC;K;A;CTRY_IND;2024;;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DI;NET_FDI;ROU;D;S1;W;IMC;C29_30;A;CTRY_IND;2024;-32.446.463.335.496;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DI;NET_FDI;ROU;D;S1;W;IMC;N;A;CTRY_IND;2024;13.086.740.211.984;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DI;NET_FDI;ROU;D;S1;W;IMC;GTU;A;CTRY_IND;2024;34.955.656.500.108;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DI;NET_FDI;ROU;D;S1;W;IMC;F;A;CTRY_IND;2024;-21.630.975.556.998;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DI;NET_FDI;ROU;D;S1;W;IMC;M;A;CTRY_IND;2024;39.152.065.758.166;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DI;NET_FDI;ROU;D;S1;W;IMC;Q;A;CTRY_IND;2024;37.854.207.224.746;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DI;NET_FDI;ROU;D;S1;W;IMC;I;A;CTRY_IND;2024;57.322.085.226.044;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DI;NET_FDI;ROU;D;S1;W;IMC;G;A;CTRY_IND;2024;4.510.058.403.634;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DI;NET_FDI;ROU;D;S1;W;IMC;E;A;CTRY_IND;2024;11.897.036.556.349;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DI;NET_FDI;ROU;D;S1;W;IMC;R;A;CTRY_IND;2024;21.630.975.556.998;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DI;NET_FDI;ROU;D;S1;W;IMC;L;A;CTRY_IND;2024;23.469.608.479.342;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DI;NET_FDI;ROU;D;S1;W;IMC;C15_23_27_31T33;A;CTRY_IND;2024;53.212.199.870.214;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DI;NET_FDI;ROU;D;S1;W;IMC;C10T12;A;CTRY_IND;2024;28.552.887.735.237;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DI;NET_FDI;ROU;D;S1;W;IMC;D;A;CTRY_IND;2024;18.927.103.612.373;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DI;NET_FDI;ROU;D;S1;W;IMC;C13T18X15;A;CTRY_IND;2024;10.274.713.389.574;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DI;NET_FDI;ROU;D;S1;W;IMC;H;A;CTRY_IND;2024;-57.430.240.103.829;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DO;NET_FDI;ROU;D;S1;W;IMC;D;A;CTRY_IND;2023;76.557.093.425.606;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DO;NET_FDI;ROU;D;S1;W;IMC;P;A;CTRY_IND;2023;0;A;6;USD;2
EST;T_D4P_F;USD_EXC;DO;NET_FDI;ROU;D;S1;W;IMC;C10T12;A;CTRY_IND;2023;11.299.740.484.429;A;6;USD;2
EST;T_D4P_F;USD_EXC;DO;NET_FDI;ROU;D;S1;W;IMC;K;A;CTRY_IND;2023;3.289.294.982.699;A;6;USD;2
EST;T_D4P_F;USD_EXC;DO;NET_FDI;ROU;D;S1;W;IMC;C15_23_27_31T33;A;CTRY_IND;2023;-20.642.301.038.062;A;6;USD;2
EST;T_D4P_F;USD_EXC;DO;NET_FDI;ROU;D;S1;W;IMC;C;A;CTRY_IND;2023;5.917.928.200.692;A;6;USD;2
EST;T_D4P_F;USD_EXC;DO;NET_FDI;ROU;D;S1;W;IMC;R;A;CTRY_IND;2023;18.915.441.176.471;A;6;USD;2
EST;T_D4P_F;USD_EXC;DO;NET_FDI;ROU;D;S1;W;IMC;L;A;CTRY_IND;2023;14.242.215.614.187;A;6;USD;2
EST;T_D4P_F;USD_EXC;DO;NET_FDI;ROU;D;S1;W;IMC;L;A;CTRY_IND;2024;1.105.515.898.767;A;6;USD;2
EST;T_D4P_F;USD_EXC;DO;NET_FDI;ROU;D;S1;W;IMC;R;A;CTRY_IND;2024;21.212.417.261.518;A;6;USD;2
EST;T_D4P_F;USD_EXC;DO;NET_FDI;ROU;D;S1;W;IMC;C;A;CTRY_IND;2024;8.480.748.648.064;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DO;NET_FDI;ALL;D;S1;W;IMC;N;A;CTRY_IND;2024;64.892.926.670.993;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DO;NET_FDI;ALL;D;S1;W;IMC;F;A;CTRY_IND;2024;64.676.616.915.423;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DO;NET_FDI;ALL;D;S1;W;IMC;G;A;CTRY_IND;2024;11.399.524.118.538;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DO;NET_FDI;ALL;D;S1;W;IMC;J;A;CTRY_IND;2024;84.144.494.916.721;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DO;NET_FDI;ALL;D;S1;W;IMC;S;A;CTRY_IND;2024;0;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DO;NET_FDI;ALL;D;S1;W;IMC;P;A;CTRY_IND;2024;0;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DO;NET_FDI;ALL;D;S1;W;IMC;E;A;CTRY_IND;2024;;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DO;NET_FDI;ALL;D;S1;W;IMC;_X;A;CTRY_IND;2024;;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DO;NET_FDI;ALL;D;S1;W;IMC;O_T_U;A;CTRY_IND;2024;;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DO;NET_FDI;ALL;D;S1;W;IMC;I;A;CTRY_IND;2024;;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DO;NET_FDI;ALL;D;S1;W;IMC;R;A;CTRY_IND;2024;;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DO;NET_FDI;ALL;D;S1;W;IMC;Q;A;CTRY_IND;2024;;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DO;NET_FDI;ALL;D;S1;W;IMC;C29_30;A;CTRY_IND;2024;43.261.951.113.995;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DI;NET_FDI;RSP;D;S1;W;IMC;A_B;A;CTRY_IND;2023;-21.626.297.577.855;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DI;NET_FDI;RSP;D;S1;W;IMC;G;A;CTRY_IND;2023;43.252.595.155.709;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DI;NET_FDI;RSP;D;S1;W;IMC;_T;A;CTRY_IND;2023;1.784.169.550.173;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DI;NET_FDI;RSP;D;S1;W;IMC;I;A;CTRY_IND;2023;0;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DI;NET_FDI;RSP;D;S1;W;IMC;S;A;CTRY_IND;2023;0;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DI;NET_FDI;RSP;D;S1;W;IMC;M;A;CTRY_IND;2023;0;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DI;NET_FDI;RSP;D;S1;W;IMC;F;A;CTRY_IND;2023;0;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DI;NET_FDI;RSP;D;S1;W;IMC;C13T18X15;A;CTRY_IND;2023;0;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DI;NET_FDI;RSP;D;S1;W;IMC;D;A;CTRY_IND;2023;0;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DI;NET_FDI;RSP;D;S1;W;IMC;E;A;CTRY_IND;2023;0;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DI;NET_FDI;RSP;D;S1;W;IMC;R;A;CTRY_IND;2023;0;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DI;NET_FDI;RSP;D;S1;W;IMC;C10T12;A;CTRY_IND;2023;0;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DI;NET_FDI;RSP;D;S1;W;IMC;O_T_U;A;CTRY_IND;2023;0;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DI;NET_FDI;RSP;D;S1;W;IMC;N;A;CTRY_IND;2023;0;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DI;NET_FDI;RSP;D;S1;W;IMC;C19T22;A;CTRY_IND;2023;0;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DI;NET_FDI;RSP;D;S1;W;IMC;J;A;CTRY_IND;2023;0;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DI;NET_FDI;RSP;D;S1;W;IMC;H;A;CTRY_IND;2023;0;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DI;NET_FDI;RSP;D;S1;W;IMC;C29_30;A;CTRY_IND;2023;0;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DI;NET_FDI;RSP;D;S1;W;IMC;C15_23_27_31T33;A;CTRY_IND;2023;0;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DI;NET_FDI;RSP;D;S1;W;IMC;P;A;CTRY_IND;2023;0;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DI;NET_FDI;RSP;D;S1;W;IMC;Q;A;CTRY_IND;2023;0;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DI;NET_FDI;RSP;D;S1;W;IMC;L;A;CTRY_IND;2023;;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DI;NET_FDI;RSP;D;S1;W;IMC;C24T28X27;A;CTRY_IND;2023;;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DI;NET_FDI;RSP;D;S1;W;IMC;_X;A;CTRY_IND;2023;;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DI;NET_FDI;RSP;D;S1;W;IMC;C;A;CTRY_IND;2023;;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DI;NET_FDI;RSP;D;S1;W;IMC;K;A;CTRY_IND;2023;;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DI;NET_FDI;RSP;D;S1;W;IMC;GTU;A;CTRY_IND;2023;;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DI;NET_FDI;RSP;D;S1;W;IMC;L;A;CTRY_IND;2024;0;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DI;NET_FDI;RSP;D;S1;W;IMC;I;A;CTRY_IND;2024;0;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DI;NET_FDI;RSP;D;S1;W;IMC;Q;A;CTRY_IND;2024;0;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DI;NET_FDI;RSP;D;S1;W;IMC;GTU;A;CTRY_IND;2024;31.581.224.313.217;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DI;NET_FDI;RSP;D;S1;W;IMC;P;A;CTRY_IND;2024;0;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DI;NET_FDI;RSP;D;S1;W;IMC;C15_23_27_31T33;A;CTRY_IND;2024;0;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DI;NET_FDI;RSP;D;S1;W;IMC;C29_30;A;CTRY_IND;2024;0;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DI;NET_FDI;RSP;D;S1;W;IMC;H;A;CTRY_IND;2024;0;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DI;NET_FDI;RSP;D;S1;W;IMC;C19T22;A;CTRY_IND;2024;0;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DI;NET_FDI;RSP;D;S1;W;IMC;N;A;CTRY_IND;2024;0;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DI;NET_FDI;RSP;D;S1;W;IMC;G;A;CTRY_IND;2024;0;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DI;NET_FDI;RSP;D;S1;W;IMC;O_T_U;A;CTRY_IND;2024;0;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DI;NET_FDI;RSP;D;S1;W;IMC;_T;A;CTRY_IND;2024;39.584.685.269.306;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DI;NET_FDI;RSP;D;S1;W;IMC;C10T12;A;CTRY_IND;2024;0;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DI;NET_FDI;RSP;D;S1;W;IMC;R;A;CTRY_IND;2024;0;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DI;NET_FDI;RSP;D;S1;W;IMC;E;A;CTRY_IND;2024;0;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DI;NET_FDI;RSP;D;S1;W;IMC;D;A;CTRY_IND;2024;0;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DI;NET_FDI;RSP;D;S1;W;IMC;C13T18X15;A;CTRY_IND;2024;0;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DI;NET_FDI;RSP;D;S1;W;IMC;F;A;CTRY_IND;2024;0;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DI;NET_FDI;RSP;D;S1;W;IMC;M;A;CTRY_IND;2024;0;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DO;NET_FDI;ROU;D;S1;W;IMC;C13T18X15;A;CTRY_IND;2023;14.208.477.508.651;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DO;NET_FDI;ROU;D;S1;W;IMC;H;A;CTRY_IND;2023;51.903.114.186.851;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DO;NET_FDI;ROU;D;S1;W;IMC;C19T22;A;CTRY_IND;2023;86.397.058.823.529;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DO;NET_FDI;ROU;D;S1;W;IMC;K;A;CTRY_IND;2023;5.645.544.982.699;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DO;NET_FDI;ROU;D;S1;W;IMC;_T;A;CTRY_IND;2023;;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DO;NET_FDI;ROU;D;S1;W;IMC;S;A;CTRY_IND;2024;0;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DO;NET_FDI;ROU;D;S1;W;IMC;P;A;CTRY_IND;2024;0;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DO;NET_FDI;ROU;D;S1;W;IMC;_X;A;CTRY_IND;2024;;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DO;NET_FDI;ROU;D;S1;W;IMC;O_T_U;A;CTRY_IND;2024;;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DO;NET_FDI;ROU;D;S1;W;IMC;I;A;CTRY_IND;2024;;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DO;NET_FDI;ROU;D;S1;W;IMC;Q;A;CTRY_IND;2024;;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DO;NET_FDI;ROU;D;S1;W;IMC;E;A;CTRY_IND;2024;;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DO;NET_FDI;ROU;D;S1;W;IMC;C;A;CTRY_IND;2024;;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DO;NET_FDI;ROU;D;S1;W;IMC;C24T28X27;A;CTRY_IND;2024;;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DO;NET_FDI;ROU;D;S1;W;IMC;C29_30;A;CTRY_IND;2024;43.261.951.113.995;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DO;NET_FDI;ROU;D;S1;W;IMC;C10T12;A;CTRY_IND;2024;14.168.288.989.833;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DO;NET_FDI;ROU;D;S1;W;IMC;D;A;CTRY_IND;2024;99.178.022.928.834;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DO;NET_FDI;ROU;D;S1;W;IMC;K;A;CTRY_IND;2024;65.228.206.792.126;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DO;NET_FDI;ROU;D;S1;W;IMC;C19T22;A;CTRY_IND;2024;63.811.377.893.143;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DO;NET_FDI;ROU;D;S1;W;IMC;H;A;CTRY_IND;2024;21.630.975.556.998;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DO;NET_FDI;ROU;D;S1;W;IMC;C13T18X15;A;CTRY_IND;2024;15.325.546.182.133;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DI;NET_FDI;ALL;D;S1;W;IMC;C24T28X27;A;CTRY_IND;2024;18.678.347.393.467;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DI;NET_FDI;ALL;D;S1;W;IMC;F;A;CTRY_IND;2024;-21.630.975.556.998;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DI;NET_FDI;ALL;D;S1;W;IMC;L;A;CTRY_IND;2024;23.469.608.479.342;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DI;NET_FDI;ALL;D;S1;W;IMC;GTU;A;CTRY_IND;2024;3.811.377.893.143;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DI;NET_FDI;ALL;D;S1;W;IMC;A_B;A;CTRY_IND;2024;27.255.029.201.817;A;6;USD;2
FIN;T_D4P_F;USD_EXC;DI;NET_FDI;ALL;D;S1;W;IMC;C10T12;A;CTRY_IND;2024;28.552.887.735.237;A;6;USD;2
